,Marital status,Application mode,Application order,Course,Daytime_evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
3626,1,17,,8014,0,1,119,1,34,34,0,0,112.4,1,0,0,1,0,0,26,0,4,7,15,7,11.57142857,0,2,,14,2,11,0,7.6,,0.32
3628,1,1,1,171,1,1,143,1,3,37,9,9,142.7,1,0,0,,0,0,18,0,0,0,0,0,0,,0,0,0,0,0,,16.2,0.3,-0.92
3629,1,1,1,,1,1,123,1,19,19,9,,125.5,0,0,0,,,1,19,0,0,6,6,,13.83333333,0,0,,,6,14.28571429,,8.9,1.4,3.51
3630,1,1,3,9500,1,,108,1,19,1,9,3,107.8,1,0,0,1,0,1,20,0,0,7,10,6,12.35714286,0,0,8,9,7,13,0,13.9,-0.3,0.79
3631,1,1,3,9773,1,1,117,1,38,19,7,,110.4,1,0,1,0,0,0,19,0,0,6,7,6,12.16666667,0,0,,10,2,10.33333333,0,16.2,0.3,-0.92
3633,1,39,,9254,1,1,,1,37,37,4,6,138.3,0,0,,1,0,,,0,5,10,14,9,12.41666667,0,5,,14,7,13,0,10.8,1.4,1.74
3634,1,1,2,9085,1,1,157,1,3,38,4,,142.3,0,0,0,1,0,0,18,0,0,5,7,4,12.75,0,0,,6,4,12.75,0,7.6,2.6,0.32
3635,1,42,1,9500,1,6,141,,,1,9,4,145,0,0,0,1,0,0,21,0,12,21,33,18,14.93333333,12,12,21,33,18,14.93333333,12,7.6,,0.32
3636,1,,1,9773,1,1,125,1,3,19,2,3,,1,0,0,1,0,,19,0,0,6,,6,13,0,0,6,7,6,11.66666667,0,8.9,1.4,
3638,2,1,4,9500,1,1,143,1,38,38,5,5,128.7,1,,0,,0,0,18,0,0,7,10,7,14.455,,0,8,8,8,13.91,,15.5,2.8,-4.06
3639,,,,,1,1,142,1,1,19,4,4,128,0,0,,1,,1,18,0,0,6,,6,14,0,0,,7,6,13.28571429,0,11.1,,2.02
3640,1,1,3,9773,,1,,1,,38,4,4,146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.66666667,0,11.1,0.6,2.02
3641,1,1,2,9254,1,1,112,1,37,37,6,6,106.1,1,0,,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,,0.6,2.02
3642,1,17,2,8014,0,,133.1,1,19,1,1,1,,0,0,0,1,0,1,20,0,0,6,6,6,11.66666667,0,0,6,12,5,14,0,10.8,1.4,1.74
3643,1,17,1,9085,,1,125,1,1,37,4,9,117,1,0,0,1,0,1,19,0,0,5,6,4,12,,0,5,8,5,13.33333333,1,10.8,1.4,1.74
3644,1,1,3,9238,1,1,121,1,,37,8,8,115.4,1,0,0,1,0,1,19,,0,6,7,6,11.71428571,0,0,6,6,6,11.83333333,0,13.9,-0.3,0.79
3645,1,17,3,9238,,1,133.1,1,41,1,2,,117,1,0,0,1,0,0,21,,0,6,8,6,,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02
3647,1,17,1,9238,1,1,135,1,37,,8,6,127,0,0,0,1,,0,21,0,0,6,0,0,0,0,0,6,0,0,,0,16.2,0.3,-0.92
3648,1,1,4,9500,,1,,1,19,38,5,5,118,1,0,0,1,0,0,18,0,0,8,8,7,12.32857143,0,0,8,8,7,,0,12.7,3.7,-1.7
3649,5,39,1,9853,1,19,133.1,1,,37,9,8,118,0,0,0,1,0,0,27,0,0,7,14,6,,0,0,7,10,1,10,,12.4,0.5,1.79
3650,1,,1,9070,1,1,135,1,,38,3,9,126.4,1,0,0,1,0,1,,0,5,12,12,12,13.25,0,5,12,12,11,12.72727273,0,15.5,2.8,-4.06
3652,1,17,1,9556,,1,,1,,37,9,9,124.4,1,0,0,1,0,1,18,0,0,7,7,7,13.3,0,0,8,,8,15.125,0,15.5,2.8,-4.06
3654,1,1,1,9773,1,1,135,1,1,19,4,10,129.4,1,0,0,1,0,0,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.16666667,0,11.1,0.6,
3655,1,44,1,9238,1,,,1,1,1,3,5,141.7,0,0,0,1,0,1,20,0,3,6,6,,12.83333333,0,2,6,6,6,12.83333333,0,13.9,-0.3,0.79
3656,1,1,2,9085,1,1,144,1,1,19,4,10,132.1,1,0,0,,0,,19,0,0,5,10,3,12.66666667,1,0,5,7,3,13,,12.7,3.7,-1.7
3657,,1,5,9500,1,1,122,1,37,3,9,2,,1,0,0,1,0,0,20,0,0,7,8,6,,0,0,8,,7,14.47142857,0,13.9,-0.3,0.79
3658,,1,1,9991,,1,143,1,19,,5,8,135,0,0,0,1,0,,20,,0,5,5,5,12.4,,0,5,6,5,,0,10.8,1.4,
3660,1,1,3,9238,,1,124,1,19,1,7,10,116,1,0,1,1,0,0,19,0,0,6,7,0,0,0,0,5,,0,0,0,13.9,,0.79
3661,1,1,1,9773,1,1,156,1,3,3,123,122,155,0,0,0,1,0,0,18,0,0,6,7,6,14.28571429,0,0,6,8,,13.25,0,8.9,1.4,3.51
3662,1,1,1,9085,1,1,142,1,,38,9,10,127,1,0,,1,0,0,18,,0,,7,3,12.33333333,0,0,5,,5,12.6,0,10.8,1.4,1.74
3663,1,17,1,9500,1,1,142,1,38,37,,,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.58333333,0,0,8,8,7,12.67142857,0,13.9,-0.3,0.79
3664,1,1,6,9500,1,1,126,1,12,37,5,9,121.8,1,,0,1,0,,19,0,0,7,8,6,13.73166667,0,0,8,10,7,13.77142857,0,12.4,0.5,1.79
3666,2,42,1,9070,1,1,170,1,37,25,0,4,148.5,0,0,0,1,1,0,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,,-3.12
3667,1,42,1,9147,,1,130,1,34,34,99,99,109.8,,0,0,0,,0,23,0,0,3,3,0,0,0,0,,2,0,0,0,7.6,2.6,0.32
3668,,,1,9238,1,1,133,41,19,19,9,9,119.7,1,0,1,1,0,,19,1,0,6,8,6,,0,0,6,7,6,12.66666667,0,8.9,1.4,3.51
3669,1,42,1,9500,1,1,,1,,,2,2,122,1,0,,1,0,0,20,0,0,,11,,12.49166667,0,,8,11,6,12.49166667,0,12.7,3.7,-1.7
3670,1,1,1,171,1,1,138,,1,3,4,4,147.5,1,,,1,,1,19,0,6,12,12,12,13.66666667,0,4,11,12,11,14.16666667,0,8.9,1.4,
3671,1,17,1,9085,1,1,,14,37,37,9,,150.8,1,,0,1,,0,19,1,0,6,,6,16,0,0,6,8,6,14.5,,15.5,2.8,
3672,1,44,1,9085,1,39,150,1,19,37,4,7,150,1,0,0,1,0,,19,0,2,6,,6,14.14285714,0,1,6,7,6,13,0,13.9,-0.3,0.79
3673,,39,1,,0,19,133.1,,,19,144,141,131.5,0,0,1,,0,1,39,0,0,6,9,6,11.83333333,0,,6,9,4,13.75,0,11.1,0.6,2.02
3674,1,1,1,9070,1,,144,1,1,1,3,5,127.2,1,0,0,,0,1,20,0,0,6,6,6,12.66666667,0,0,6,8,,13,0,10.8,1.4,1.74
3675,1,17,1,9070,1,1,118,,38,19,9,3,111,1,0,0,1,0,0,21,0,0,6,6,6,12.5,0,,6,6,6,12.66666667,0,7.6,2.6,0.32
3676,1,,5,9238,1,1,101,24,37,19,,7,,1,0,1,0,0,0,22,1,5,,16,9,10.88888889,0,2,10,20,4,11.25,,9.4,-0.8,-3.12
3677,1,1,2,9773,,1,133,1,19,38,5,0,133.7,1,0,0,1,0,0,19,0,0,6,11,,13,0,0,5,10,0,0,0,7.6,2.6,0.32
3678,1,17,1,9670,1,1,133.1,1,1,19,141,114,140,1,0,0,1,0,0,22,,0,6,6,6,15.16666667,0,0,6,6,6,16,0,13.9,-0.3,0.79
3679,1,5,,,1,1,124,1,19,19,,3,113.9,1,0,0,,0,,19,0,0,6,,6,12.66666667,0,0,6,7,6,12,0,12.7,3.7,-1.7
3680,1,1,1,171,1,1,,1,37,38,9,,120.7,,0,1,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,
3682,1,,1,9991,0,1,110,1,37,37,9,9,,0,0,0,0,1,0,36,0,0,5,5,0,0,0,0,5,5,,0,0,12.7,3.7,-1.7
3683,1,18,,171,1,1,110,,19,2,5,5,117.7,,0,1,1,1,1,20,0,0,0,0,0,0,0,,0,0,0,0,0,12.4,0.5,1.79
3684,2,39,,9147,,1,160,1,37,37,9,7,110,0,0,0,1,1,0,30,0,0,5,8,2,11,0,0,5,6,,11.5,0,15.5,2.8,
3685,1,43,1,9003,1,1,120,1,1,1,4,10,134.4,0,0,0,1,1,0,24,0,0,6,7,6,15.71428571,,0,6,,6,15.9,0,15.5,2.8,-4.06
3686,1,1,1,9147,1,1,133.1,1,34,34,0,0,125.3,0,0,0,1,1,0,26,0,,15,15,11,10.81818182,0,12,14,15,11,11.63636364,,7.6,2.6,0.32
3687,1,,,9147,1,,132,1,19,38,9,7,119.1,0,0,,0,1,0,19,0,0,5,16,1,12,0,0,5,6,0,0,0,13.9,-0.3,0.79
3688,5,39,1,9238,1,1,130,1,19,38,9,10,146,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,,0.5,1.79
3690,1,17,6,9147,1,1,129,,19,1,,4,122,1,0,0,1,1,,19,0,0,5,8,5,11.6,1,0,5,,4,10.75,0,9.4,,-3.12
3691,1,17,5,9119,1,,,1,19,1,4,,118.1,1,0,1,0,1,0,26,0,0,5,11,1,10,0,0,5,14,1,,0,8.9,1.4,3.51
3692,1,39,1,9670,1,1,,1,38,37,7,7,105.2,0,0,0,1,,0,29,0,,6,7,1,14,0,0,6,6,,0,0,16.2,0.3,-0.92
3693,1,17,5,9119,1,1,131,1,,37,9,7,123.3,1,0,0,1,1,1,19,0,0,5,9,,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51
3694,1,,1,,1,1,129,,1,1,9,9,124.8,1,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7
3695,,39,1,9991,0,19,133.1,,19,37,9,9,149.4,0,0,0,0,1,0,29,0,,5,11,2,11.33333333,0,0,5,9,1,12,0,11.1,0.6,
3696,1,43,1,9254,,1,112,,37,37,9,9,108.5,0,0,0,1,1,0,,0,,6,6,6,12.66666667,0,0,6,,5,11.4,0,9.4,-0.8,-3.12
3698,1,1,1,,1,1,133.1,1,38,38,5,10,101,0,0,0,1,1,0,,0,0,7,,5,12.87857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06
3699,1,1,1,9085,1,1,123,1,3,1,,5,112.9,0,0,0,1,1,0,18,0,0,5,5,0,0,0,,5,5,0,0,0,7.6,2.6,0.32
3702,1,,,9147,1,1,125,1,1,1,4,2,134.1,1,0,0,1,1,0,20,0,0,,0,0,0,0,0,5,0,0,0,0,,,
3703,1,39,1,9119,1,1,133.1,1,37,37,9,9,101.6,0,,0,1,1,1,30,0,0,,11,0,0,0,0,,5,0,0,0,12.7,3.7,-1.7
3704,1,18,2,9670,1,1,121,1,37,38,4,1,111.9,1,0,,1,1,,,0,0,6,6,6,,0,0,6,6,6,14,0,13.9,-0.3,0.79
3705,,51,,9147,1,1,148,1,1,19,9,6,118.4,1,0,,1,1,0,30,0,0,5,7,5,13.4,,0,5,7,4,13.25,0,8.9,1.4,3.51
3706,,1,1,9147,1,1,,1,38,1,5,,127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,,0,12.7,3.7,-1.7
3707,1,17,3,171,1,1,125,1,,37,5,10,120.5,,0,0,1,1,0,22,0,,0,0,0,0,,0,0,0,0,0,0,12.4,0.5,1.79
3708,1,17,4,,,1,128,1,1,1,,10,136.1,1,0,1,0,1,0,19,0,0,6,6,6,12.66666667,0,0,,8,5,11.8,0,11.1,,
3709,1,17,2,9670,1,1,132,1,1,19,5,3,124,1,0,,1,1,0,21,0,0,5,7,3,12.33333333,0,0,5,5,4,11.25,0,7.6,,0.32
3710,,,4,9085,1,1,,,38,38,151,151,141.6,0,0,0,1,1,,21,0,0,5,7,4,12.25,0,0,5,7,5,12,0,7.6,2.6,0.32
3711,1,44,1,171,1,,160,1,19,,9,9,160,1,0,1,1,1,1,21,0,0,0,0,0,0,,0,0,0,0,0,0,,2.8,-4.06
3712,1,39,1,9147,1,1,120,1,1,19,4,,110,0,0,0,1,1,0,27,0,0,,13,3,10.75,0,0,5,9,3,10.33333333,0,15.5,,-4.06
3713,1,43,1,33,1,1,134,1,37,,1,1,100,1,0,0,1,1,0,32,0,0,7,7,0,0,0,0,7,8,0,0,0,13.9,-0.3,0.79
3714,1,,1,9670,1,12,133.1,1,,1,9,3,120,0,0,1,0,1,,40,0,0,6,13,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06
3716,1,44,1,9130,1,39,140,1,4,4,2,10,140,1,0,0,1,,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7
3717,1,1,3,171,1,1,140,1,37,37,9,9,124.3,1,0,0,,1,0,18,0,0,,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32
3718,1,43,1,9147,1,1,,1,1,38,1,7,118.9,0,0,0,1,1,0,21,0,,5,11,2,10.5,0,,5,13,,0,0,,3.7,
3719,1,17,,9670,1,1,141,1,19,37,5,8,130.2,0,0,0,1,1,,18,0,0,6,6,6,13.5,0,0,6,0,0,0,0,12.7,3.7,-1.7
3721,5,7,1,9070,1,3,140,1,,37,7,7,,0,,0,0,1,0,,0,0,6,6,1,10,0,,6,6,0,0,0,15.5,2.8,-4.06
3722,1,39,,9003,,12,133.1,1,19,1,9,1,130,0,,0,1,,0,29,0,0,6,17,0,0,2,0,6,,0,0,0,15.5,2.8,-4.06
3723,1,17,2,9119,1,1,137,,1,,4,4,130.4,1,0,1,,1,0,18,,0,5,10,1,12,0,0,5,7,3,10.66666667,2,7.6,2.6,0.32
3724,,,2,9670,,1,122,1,1,1,9,9,116.1,1,0,0,1,1,1,,0,0,5,,4,12.25,,0,5,,5,12.2,0,9.4,-0.8,-3.12
3725,1,44,1,9003,1,39,130,1,,1,3,10,130,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,2,7,13,6,11.66666667,0,15.5,2.8,-4.06
3726,1,43,2,9991,0,1,140,1,37,,,5,124.3,1,0,0,0,1,0,27,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7
3727,1,17,6,9670,1,1,125,1,38,1,9,7,125,1,0,,1,1,0,20,0,0,6,8,4,,0,0,6,10,5,14,0,10.8,1.4,1.74
3728,1,51,1,8014,0,2,110,1,,38,9,10,,0,0,0,1,1,0,42,0,8,12,12,11,,0,7,11,11,10,14.2,0,11.1,,2.02
3729,1,1,1,9003,1,1,133.1,1,38,38,4,8,115,0,0,1,1,,0,21,0,8,12,13,12,14.53846154,,4,12,14,12,14.46153846,0,15.5,2.8,-4.06
3730,1,43,1,9500,1,1,132,1,1,38,7,7,129.6,0,,0,1,1,0,23,0,0,7,10,6,12.73333333,0,0,,10,7,11.95,0,16.2,,-0.92
3731,,51,,9070,1,1,122,1,,38,9,9,128.8,1,0,0,1,1,0,,0,4,12,13,5,13.2,,4,12,12,4,13.5,0,8.9,1.4,3.51
3732,1,,3,171,,1,155,1,,3,1,1,144.2,1,0,0,1,1,0,19,0,0,0,0,,0,0,0,0,0,0,,0,12.7,,-1.7
3733,2,39,1,,1,1,120,1,37,37,7,7,,0,0,,1,1,1,,0,0,6,,,12.33333333,0,0,6,10,4,12.75,0,8.9,1.4,3.51
3734,1,43,1,9147,1,,129,1,19,,9,5,112,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7
3735,1,1,2,9500,1,1,144,1,38,37,9,9,128.8,1,0,0,1,,0,19,0,,7,,6,13.2,0,0,7,7,,13.2,0,,2.6,0.32
3738,1,17,4,9119,1,1,133,1,3,1,,3,,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51
3739,1,17,3,9119,1,,131,1,37,,9,,118.4,0,0,0,1,1,0,18,,0,5,10,0,0,0,0,5,10,,11.5,4,7.6,2.6,0.32
3740,1,51,1,9670,1,1,133.1,1,3,1,3,10,116.2,,0,0,1,1,0,24,0,0,6,11,5,12.85714286,0,0,6,12,5,13.66666667,0,11.1,0.6,2.02
3742,1,17,1,9670,1,1,118,1,19,38,7,9,,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14,,12.4,0.5,1.79
3744,1,17,3,9853,1,1,133.1,1,12,1,4,0,134.8,1,0,0,1,0,0,18,0,0,,,0,0,0,0,6,12,0,0,,7.6,2.6,0.32
3745,1,1,1,171,1,1,145,1,3,1,4,3,,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,,0,0,16.2,0.3,-0.92
3746,1,1,1,9500,1,1,125,,1,1,4,4,119.8,1,0,0,,0,,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12
3747,1,43,1,,,1,125,1,,3,3,2,125,1,0,0,1,0,,,0,0,5,6,0,0,5,0,5,6,4,13.75,1,10.8,1.4,1.74
3748,1,1,3,9500,1,1,148,1,1,19,4,5,135.1,1,0,1,1,0,0,18,,0,7,0,0,0,0,0,8,0,0,,0,13.9,-0.3,0.79
3749,1,1,4,9070,1,1,139,,3,19,1,5,138.3,1,0,0,1,0,,19,0,0,,6,6,14.66666667,0,0,6,6,6,,0,9.4,-0.8,-3.12
3750,1,17,2,,1,1,130,1,38,38,7,7,122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.93714286,0,0,8,,7,13.93714286,0,10.8,1.4,1.74
3751,,1,1,9070,,1,148,1,3,1,2,10,148,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.58333333,0,15.5,,-4.06
3752,1,,2,9773,1,1,130,1,1,1,9,4,126.2,1,0,,1,0,0,18,0,0,6,6,6,11.66666667,0,0,6,6,5,12.2,0,,3.7,-1.7
3753,1,43,4,9500,,6,134,1,37,37,9,,129.8,1,0,,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,,
3754,1,39,1,9085,1,19,133.1,1,19,37,7,90,104,0,0,0,1,0,0,,0,0,5,,1,12,1,,5,12,0,0,4,10.8,1.4,1.74
3755,1,18,4,9500,1,1,137,1,3,1,3,4,126.7,1,0,,1,0,0,18,0,,7,8,7,13.6875,0,0,,9,8,15.62222222,0,13.9,-0.3,0.79
3756,1,39,1,8014,0,1,130,1,37,37,,9,120,0,0,0,,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12
3757,1,1,2,9500,1,1,137,1,1,3,4,3,124.6,0,0,0,,0,0,18,0,0,7,10,7,,0,0,8,,8,13.5425,0,15.5,2.8,-4.06
3759,1,17,1,9991,0,1,140,1,,37,6,7,127.3,0,0,0,1,0,,20,0,0,5,,0,0,0,,5,0,0,0,,11.1,0.6,
3760,,2,1,9147,1,1,150,1,37,37,9,9,122,1,0,,1,,,,0,13,15,19,13,11.76923077,0,12,14,17,14,11.92857143,0,,-0.8,-3.12
3761,1,7,1,9238,1,3,130,1,1,1,4,10,125.1,0,,1,0,0,,27,0,0,6,8,0,0,0,0,5,6,0,0,0,16.2,,-0.92
3762,1,1,1,9085,,1,133.1,1,19,38,5,7,110,1,0,0,1,0,1,21,0,0,6,8,6,13.28571429,,0,,11,6,13,0,11.1,0.6,2.02
3763,1,1,1,9238,1,1,134,1,,19,4,9,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.66666667,0,0,6,8,,11.16666667,0,15.5,2.8,-4.06
3764,1,17,1,9238,1,1,125,1,19,38,3,,114.9,0,0,0,1,,1,19,0,,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02
3765,1,1,1,9500,1,1,141,1,37,38,6,6,125.6,1,0,0,1,0,1,22,0,0,7,9,,,0,0,8,12,6,13.15,0,11.1,0.6,2.02
3766,1,18,3,9070,1,1,138,1,38,37,9,7,125.1,1,0,0,1,0,,19,0,0,6,6,6,,0,0,6,6,6,13,0,15.5,,-4.06
3767,1,,1,9773,1,1,116,1,37,1,9,8,115.7,1,,1,0,0,0,19,0,0,,6,3,11.33333333,0,0,6,6,0,0,0,12.4,0.5,1.79
3769,1,1,3,9773,1,1,131,1,1,1,4,4,127.2,1,0,,1,0,,18,0,0,6,6,6,13.16666667,0,0,6,7,5,13.2,0,12.4,0.5,
3770,1,,1,9130,1,39,140,,1,19,4,8,140,0,0,,1,0,0,,0,0,6,0,0,0,,0,6,0,0,0,0,12.7,,-1.7
3771,1,44,1,,1,,,1,1,1,4,3,140,,0,0,1,0,0,20,0,0,6,10,5,11.66666667,0,0,6,7,,12.6,0,12.4,0.5,
3772,1,1,4,9238,1,,127,1,1,38,,7,,1,0,,1,0,1,,0,0,6,6,6,,0,0,6,7,6,13.42857143,0,11.1,,2.02
3773,1,39,1,9085,1,19,,1,37,37,9,9,100,1,,1,0,0,1,26,,0,6,7,,0,0,0,6,6,0,0,,13.9,-0.3,0.79
3774,1,1,,9238,1,1,117,1,1,19,4,7,113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.16666667,0,0,6,7,6,,,11.1,0.6,2.02
3775,1,1,1,9085,1,1,150,,37,37,4,9,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,,12.7,3.7,-1.7
3776,1,44,1,9003,1,39,160,1,,1,2,6,160,1,,0,0,0,0,20,0,0,6,,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92
3777,1,1,1,9070,,1,128,1,19,2,7,3,126.3,1,0,0,1,0,0,19,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,15.5,2.8,-4.06
3780,1,18,1,9500,1,1,135,,3,3,1,,125.8,1,0,0,1,0,,18,0,0,8,8,7,13.15428571,0,0,,,7,13.15428571,0,,,1.74
3781,1,1,3,9070,1,1,139,1,1,38,,7,142.2,1,,0,1,0,1,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,9.4,-0.8,-3.12
3782,1,,2,9853,,1,125,1,1,19,5,5,119.4,1,0,0,1,,0,18,0,0,7,10,7,12.14285714,,0,7,,7,13.14285714,,12.4,0.5,
3784,1,7,1,8014,0,40,120,1,37,19,9,3,120,,0,0,1,0,0,36,0,6,10,15,4,13,0,5,9,10,4,13.75,0,8.9,1.4,3.51
3786,1,17,2,171,1,1,,41,1,1,2,3,148.6,,0,0,,1,,20,1,0,0,0,0,0,0,0,0,,0,0,0,11.1,,2.02
3787,1,1,1,9238,1,1,116,1,38,38,9,8,108.7,1,0,0,1,1,0,18,,0,6,9,5,11,0,0,,12,0,0,0,11.1,0.6,
3789,1,17,1,9238,1,1,140,,1,44,4,2,124.6,1,0,1,0,1,0,20,0,3,9,9,,,0,2,6,6,2,12.5,0,8.9,1.4,3.51
3790,1,1,2,9500,1,1,134,1,19,,4,7,131,1,0,0,,1,0,18,0,0,7,9,,14.59444444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06
3791,1,44,1,9130,1,39,130,1,3,1,3,6,130,1,0,,1,1,0,20,0,2,6,9,4,,0,1,6,13,3,10.66666667,0,12.4,0.5,1.79
3792,1,,1,9119,1,1,122,1,19,1,90,3,116.1,,0,,0,1,0,24,0,0,5,8,0,0,0,0,5,,0,0,0,9.4,-0.8,-3.12
3793,1,17,1,9773,1,1,128,1,19,38,5,7,125.6,1,0,0,1,1,0,19,0,0,6,6,0,0,0,0,,0,,0,0,8.9,,3.51
3794,1,17,1,9119,1,1,130,1,19,19,7,9,121.3,1,0,0,1,1,0,18,0,0,5,9,1,12,0,0,5,10,2,12,3,7.6,2.6,0.32
3795,1,1,3,9119,,1,113,,4,38,2,7,107.4,1,0,0,1,1,0,18,0,0,5,8,5,14,0,0,5,6,5,13.2,0,8.9,1.4,3.51
3796,1,,1,9254,1,1,126,1,1,19,,4,116.9,0,0,0,1,1,0,18,0,0,6,8,6,13.57142857,0,,6,7,5,11.8,0,8.9,1.4,3.51
3797,1,43,2,9670,1,1,,1,3,19,1,7,123.5,1,0,0,,1,0,22,0,0,6,12,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92
3798,,1,1,,1,1,141,1,19,38,9,9,130.5,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.85714286,0,11.1,0.6,
3799,2,39,1,9085,1,,133.1,1,1,39,,3,140,,0,1,0,0,0,32,0,0,,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79
3800,1,17,1,9853,1,1,133.1,1,34,19,0,3,117.1,1,0,0,,0,1,21,0,,,12,0,0,0,,6,12,,0,0,7.6,2.6,0.32
3801,1,18,1,9500,1,1,144,1,37,37,6,6,127.5,1,0,0,1,0,1,19,0,0,8,8,,13.54285714,0,0,8,8,7,13.54285714,0,12.7,3.7,-1.7
3802,4,43,,8014,0,,,1,38,,9,9,126,0,0,0,1,0,1,39,0,3,9,9,9,13.11111111,0,2,7,,7,11.71428571,0,12.7,3.7,
3803,1,43,1,8014,0,10,100,,34,34,0,0,113,1,,0,1,,0,30,0,3,9,11,,12.66666667,0,2,7,7,7,12.14285714,0,7.6,2.6,0.32
3804,1,1,1,9147,1,1,135,1,1,,,5,130.1,1,0,0,1,0,0,,0,0,5,10,4,10.75,1,0,5,13,,10,0,9.4,-0.8,
3805,2,43,1,9991,0,1,,1,37,37,9,9,110,1,0,0,1,0,0,38,0,4,,14,4,10.75,0,2,10,10,2,10,0,7.6,2.6,0.32
3806,1,1,3,9070,1,1,147,,34,37,5,7,135.8,1,0,0,1,0,0,,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12
3807,1,39,1,8014,0,19,149,1,34,34,0,0,126.3,0,0,0,1,0,0,55,0,0,6,6,6,13.83333333,0,1,6,6,6,12.83333333,0,7.6,2.6,0.32
3808,4,27,1,9070,1,2,130,1,34,34,,0,130,0,0,0,1,,0,53,0,,18,18,17,13.17647059,0,13,18,18,,13,0,7.6,2.6,0.32
3809,2,39,1,8014,0,1,120,,34,34,0,0,104,0,0,0,1,,0,54,0,0,6,8,4,12.75,0,,6,12,5,12.6,0,7.6,2.6,0.32
3811,,39,1,8014,0,1,133.1,1,37,37,9,,121,0,0,1,0,0,0,44,0,,8,12,4,12,,2,7,9,4,12,2,8.9,1.4,3.51
3812,1,43,1,9238,1,1,,1,37,37,9,6,130.5,1,0,0,1,0,0,28,0,8,11,11,9,11.66666667,,8,,13,9,12.55555556,0,10.8,1.4,1.74
3813,1,7,,8014,,43,180,1,19,19,9,4,180,,0,0,,,0,37,0,,14,14,14,16.5,0,8,11,11,11,16.90909091,0,8.9,1.4,3.51
3814,1,43,1,9238,1,1,110,1,14,14,,90,112.5,,0,0,1,0,,20,0,8,10,14,9,12.33333333,0,3,7,10,,11.77777778,0,7.6,,0.32
3816,1,1,1,9238,1,1,117,1,19,19,9,9,111.8,1,0,0,1,1,0,,0,0,6,9,4,11.5,0,0,6,,3,11,0,8.9,1.4,3.51
